Water Control Zone,Station,Latitude,Longitude,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (mg/L),Faecal Coliforms (cfu/100mL),Orthophosphate Phosphorus (mg/L),Phaeo-pigments (μg/L),Salinity (psu),Total Inorganic Nitrogen (mg/L),Total Nitrogen (mg/L),Turbidity (NTU),Volatile Suspended Solids (mg/L)
Mirs Bay,MM16,22.4445,114.448667,7/13/2015,1,Bottom Water,0.6,0.027,0.8,3.3,0,0.008,0,34,0.04,0.22,3.7,0.5
Mirs Bay,MM16,22.4445,114.448667,8/13/2015,1,Surface Water,0.6,0.012,0.6,6.3,1,0.005,0,33.3,0.02,0.26,2.4,1.2
Mirs Bay,MM16,22.4445,114.448667,8/13/2015,1,Middle Water,0.5,0.018,2.3,4.6,0,0.009,0,34.3,0.04,0.27,2.2,0
Mirs Bay,MM16,22.4445,114.448667,8/13/2015,1,Bottom Water,1.4,0.016,1.8,2.3,1,0.021,0,34.4,0.13,0.35,5.2,0
Mirs Bay,MM16,22.4445,114.448667,9/7/2015,1,Surface Water,0.5,0.015,2.2,6.4,14,0.006,0.9,33.1,0.02,0.24,2.4,0
Mirs Bay,MM16,22.4445,114.448667,9/7/2015,1,Middle Water,0.5,0.034,1.2,3.5,1,0.015,1.5,34,0.04,0.27,2.1,0.8
Mirs Bay,MM16,22.4445,114.448667,9/7/2015,1,Bottom Water,0.4,0.039,1.2,2.3,1,0.024,0.3,34.4,0.12,0.37,6,0.7
Mirs Bay,MM16,22.4445,114.448667,10/8/2015,1,Surface Water,0.9,0.018,0.9,6.3,3,0.006,0,32.3,0.05,0.27,3.8,0.6
Mirs Bay,MM16,22.4445,114.448667,10/8/2015,1,Middle Water,0.7,0.012,1,5.9,1,0.011,0,32.9,0.06,0.29,4.6,0.8
Mirs Bay,MM16,22.4445,114.448667,10/8/2015,1,Bottom Water,0.7,0.013,0.6,5.5,1,0.008,0.5,33.2,0.06,0.36,6.4,1.7
Mirs Bay,MM16,22.4445,114.448667,11/9/2015,1,Surface Water,0.3,0.018,2.6,6.2,1,0.006,0,33.2,0.03,0.3,2.7,0.5
Mirs Bay,MM16,22.4445,114.448667,11/9/2015,1,Middle Water,0.5,0.017,0.8,6.6,0,0.008,0.8,33.2,0.03,0.28,3,0.6
Mirs Bay,MM16,22.4445,114.448667,11/9/2015,1,Bottom Water,0.4,0.023,1.2,5.7,0,0.01,0.3,33.3,0.07,0.4,7.2,1.1
Mirs Bay,MM16,22.4445,114.448667,12/7/2015,1,Surface Water,0,0.019,1.1,6.4,0,0.01,0,33.3,0.07,0.19,6.4,5
Mirs Bay,MM16,22.4445,114.448667,12/7/2015,1,Middle Water,0.1,0.02,1.1,6.5,0,0.009,0,33.3,0.07,0.14,6.9,3.6
Mirs Bay,MM16,22.4445,114.448667,12/7/2015,1,Bottom Water,0,0.021,1.5,6.5,0,0.01,0,33.3,0.07,0.17,7.8,4.2
Mirs Bay,MM16,22.4445,114.448667,1/28/2016,1,Surface Water,0.7,0.04,1.6,7.4,1,0.01,1,31.5,0.16,0.48,5.2,0.7
Mirs Bay,MM16,22.4445,114.448667,1/28/2016,1,Middle Water,0.6,0.04,1.6,7.7,0,0.01,0.8,31.6,0.15,0.63,5.4,0.8
Mirs Bay,MM16,22.4445,114.448667,1/28/2016,1,Bottom Water,0.5,0.037,1.4,7.8,0,0.01,0.5,31.6,0.15,0.35,6.1,0.7
Mirs Bay,MM16,22.4445,114.448667,2/18/2016,1,Surface Water,2.5,0.053,25,9.4,4,0.003,7.1,30.2,0.21,0.75,2.7,2.4
Mirs Bay,MM16,22.4445,114.448667,2/18/2016,1,Middle Water,0.7,0.041,0.6,8.6,0,0.009,0.4,30.8,0.22,0.94,2.1,0.6
Mirs Bay,MM16,22.4445,114.448667,2/18/2016,1,Bottom Water,0.9,0.037,0.6,8.5,2,0.004,0.3,31.3,0.12,0.62,2.4,0
Mirs Bay,MM16,22.4445,114.448667,3/3/2016,1,Surface Water,0.9,0.027,1.3,10.1,0,0.004,0,31.1,0.05,0.3,2.6,0.6
Mirs Bay,MM16,22.4445,114.448667,3/3/2016,1,Middle Water,0.9,0.038,1.1,8.8,0,0.005,0,31.3,0.09,0.6,2.7,0.6
Mirs Bay,MM16,22.4445,114.448667,3/3/2016,1,Bottom Water,0.6,0.043,0.5,8.4,0,0.004,0.3,31.4,0.09,0.37,3.1,0
Mirs Bay,MM16,22.4445,114.448667,4/18/2016,1,Surface Water,4.6,0.064,21,7.8,2,0.003,4.9,31.4,0.07,0.49,0.5,2.7
Mirs Bay,MM16,22.4445,114.448667,4/18/2016,1,Middle Water,1,0.05,0.2,6.8,1,0.003,0,31.9,0.07,0.36,0.2,0
Mirs Bay,MM16,22.4445,114.448667,4/18/2016,1,Bottom Water,0.5,0.058,0.5,4.9,0,0.006,0,32.3,0.07,0.27,0.2,0
Mirs Bay,MM16,22.4445,114.448667,5/23/2016,1,Surface Water,0.8,0.096,1.2,6,28,0.004,0.2,29.8,0.14,0.71,0.5,0.8
Mirs Bay,MM16,22.4445,114.448667,5/23/2016,1,Middle Water,0.4,0.035,0.6,5.3,0,0.003,0.2,32.3,0.05,0.45,0.5,0
Mirs Bay,MM16,22.4445,114.448667,5/23/2016,1,Bottom Water,0.2,0.039,0.6,5.2,0,0.005,0,33.1,0.05,0.22,2.5,0.6
Mirs Bay,MM16,22.4445,114.448667,6/16/2016,1,Surface Water,0.7,0.025,1.3,6,0,0,0,31.7,0.03,0.66,0.4,0.6
Mirs Bay,MM16,22.4445,114.448667,6/16/2016,1,Middle Water,1,0.013,2.3,6,0,0.009,0,34.3,0.08,0.61,0.7,2.1
Mirs Bay,MM16,22.4445,114.448667,6/16/2016,1,Bottom Water,0.8,0.012,1.4,3.7,0,0.011,0,34.6,0.08,0.74,2.3,2.4
Mirs Bay,MM16,22.4445,114.448667,7/15/2016,1,Surface Water,1.3,0.012,2,6.1,0,0,0,29.8,0.02,0.67,50.5,1.2
Mirs Bay,MM16,22.4445,114.448667,7/15/2016,1,Middle Water,0.5,0.016,1,5,0,0.012,0,32.1,0.13,1.11,0.7,1.5
Mirs Bay,MM16,22.4445,114.448667,7/15/2016,1,Bottom Water,0.4,0.014,0.9,4.4,0,0.02,0,34.5,0.18,0.81,4.1,0.5
Mirs Bay,MM16,22.4445,114.448667,8/10/2016,1,Surface Water,0,0.022,1.5,6,0,0,0.3,33.1,0.03,0.45,2.3,1.2
Mirs Bay,MM16,22.4445,114.448667,8/10/2016,1,Middle Water,0,0.016,1.1,4.7,1,0.008,0.9,34.1,0.05,0.62,3.2,1.3
Mirs Bay,MM16,22.4445,114.448667,8/10/2016,1,Bottom Water,0,0.014,0.5,3.7,0,0.016,0.5,34.2,0.09,0.56,6.9,2.9
Mirs Bay,MM16,22.4445,114.448667,9/9/2016,1,Surface Water,0.6,0.006,1.1,6.1,0,0,0,31.8,0.01,0.49,2.5,0
Mirs Bay,MM16,22.4445,114.448667,9/9/2016,1,Middle Water,0.6,0.018,2.5,5.7,0,0.002,1.3,32.3,0.02,0.5,2.1,0.7
Mirs Bay,MM16,22.4445,114.448667,9/9/2016,1,Bottom Water,0.5,0,1.4,0.9,1,0.032,0.5,33.7,0.16,0.53,3.6,1
Mirs Bay,MM16,22.4445,114.448667,10/24/2016,1,Surface Water,0.8,0.013,2.9,6.2,0,0.016,1.2,31.3,0.16,0.36,3.8,0.9
Mirs Bay,MM16,22.4445,114.448667,10/24/2016,1,Middle Water,0.5,0,0.9,5.9,0,0.024,0,31.5,0.19,0.36,4.1,0.7
Mirs Bay,MM16,22.4445,114.448667,10/24/2016,1,Bottom Water,0.5,0.005,0.6,5.7,1,0.022,0,31.7,0.17,0.46,5.1,1
Mirs Bay,MM16,22.4445,114.448667,11/24/2016,1,Surface Water,0.5,0.034,2.1,5.8,0,0.008,0,30.7,0.08,0.23,5.8,1.8
Mirs Bay,MM16,22.4445,114.448667,11/24/2016,1,Middle Water,0.5,0.042,1.4,6.3,0,0.01,1.4,31.3,0.09,0.28,6.2,1.8
Mirs Bay,MM16,22.4445,114.448667,11/24/2016,1,Bottom Water,0.4,0.03,1,6.4,1,0.009,1.3,31.3,0.08,0.33,7.1,2.6
Mirs Bay,MM16,22.4445,114.448667,12/5/2016,1,Surface Water,0.5,0,1.9,6.8,0,0.013,1.9,30.9,0.14,0.77,3.2,0.6
Mirs Bay,MM16,22.4445,114.448667,12/5/2016,1,Middle Water,0.2,0.013,1.6,6.9,0,0.013,0,31,0.15,0.39,3.6,0.8
Mirs Bay,MM16,22.4445,114.448667,12/5/2016,1,Bottom Water,0.3,0.01,0.7,6.6,0,0.013,0.3,31.1,0.13,0.32,4.5,0.6
Mirs Bay,MM16,22.4445,114.448667,1/13/2017,1,Surface Water,0.5,0.047,0.3,7.4,0,0.005,1.8,30.8,0.07,0.3,2.9,1.3
Mirs Bay,MM16,22.4445,114.448667,1/13/2017,1,Middle Water,0.4,0.051,0.6,7.4,1,0.003,0,30.8,0.06,0.32,2.9,1.2
Mirs Bay,MM16,22.4445,114.448667,1/13/2017,1,Bottom Water,0.5,0.051,0.5,7.4,0,0.007,0,30.8,0.07,0.82,2.9,1.4
Mirs Bay,MM16,22.4445,114.448667,2/17/2017,1,Surface Water,0.2,0.009,1.1,7.8,0,0.012,0.8,31.1,0.14,0.5,8.6,0
Mirs Bay,MM16,22.4445,114.448667,2/17/2017,1,Middle Water,0.3,0.009,2.6,8.3,0,0.016,1.1,31.1,0.19,0.41,2.5,0.5
Mirs Bay,MM16,22.4445,114.448667,2/17/2017,1,Bottom Water,0,0.011,1.9,8,0,0.016,0,31.6,0.19,0.58,4.2,0.7
Mirs Bay,MM16,22.4445,114.448667,3/20/2017,1,Surface Water,1.6,0.029,3.3,7.7,0,0.004,0,31.6,0.07,0.37,2.6,2.4
Mirs Bay,MM16,22.4445,114.448667,3/20/2017,1,Middle Water,0.9,0.041,1.6,7.7,0,0.006,0,31.9,0.09,0.4,2.4,2
Mirs Bay,MM16,22.4445,114.448667,3/20/2017,1,Bottom Water,0.7,0.039,1.3,7.4,0,0.012,0.2,32.7,0.09,0.5,3.3,1.8
Mirs Bay,MM16,22.4445,114.448667,4/19/2017,1,Surface Water,1.4,0.014,1.1,9.6,0,0.003,0.8,32.7,0.02,0.44,2.2,2.1
Mirs Bay,MM16,22.4445,114.448667,4/19/2017,1,Middle Water,0.4,0.015,0.3,7.8,0,0.003,0.3,34,0.02,0.68,2.1,0.8
Mirs Bay,MM16,22.4445,114.448667,4/19/2017,1,Bottom Water,0.6,0.019,1,5.4,0,0.003,0,34.4,0.02,0.32,4.4,1.4
Mirs Bay,MM16,22.4445,114.448667,5/22/2017,1,Surface Water,0.9,0.02,1.2,4.8,2,0,0.3,32.8,0.03,0.3,2.1,0.9
Mirs Bay,MM16,22.4445,114.448667,5/22/2017,1,Middle Water,0.9,0.029,1.2,6.4,1,0,0.7,32.8,0.04,0.22,0.2,0.6
Mirs Bay,MM16,22.4445,114.448667,5/22/2017,1,Bottom Water,0.9,0.019,1.5,6.5,0,0,0.4,32.8,0.03,0.26,0.2,0.6
Mirs Bay,MM16,22.4445,114.448667,6/9/2017,1,Surface Water,0.7,0.017,0.3,6.6,0,0,0,31.9,0.04,0.19,0.1,1.1
Mirs Bay,MM16,22.4445,114.448667,6/9/2017,1,Middle Water,0.6,0.025,0.4,5.9,0,0.002,0,32.6,0.03,0.14,0.1,0
Mirs Bay,MM16,22.4445,114.448667,6/9/2017,1,Bottom Water,0.7,0.021,1.1,4.5,0,0.002,0.7,33.7,0.03,0.14,1.3,1
Mirs Bay,MM16,22.4445,114.448667,7/24/2017,1,Surface Water,0.9,0.022,1.5,6.3,4,0.004,0.8,25.8,0.1,0.22,0.7,3.1
Mirs Bay,MM16,22.4445,114.448667,7/24/2017,1,Middle Water,0.8,0.031,1.8,5.7,35,0.004,0.9,28.6,0.08,0.21,0.6,1.8
Mirs Bay,MM16,22.4445,114.448667,7/24/2017,1,Bottom Water,0.5,0.03,0.7,2.4,1,0.004,0.5,32.6,0.09,0.2,0.9,0.7
Mirs Bay,MM16,22.4445,114.448667,8/21/2017,1,Surface Water,1,0.01,1,4.8,0,0.005,0,33.2,0.01,0.37,0.3,0
Mirs Bay,MM16,22.4445,114.448667,8/21/2017,1,Middle Water,1.5,0.017,2.9,4.7,0,0.009,0.7,34.5,0.03,0.45,1,1.2
Mirs Bay,MM16,22.4445,114.448667,8/21/2017,1,Bottom Water,0.6,0,1.4,4.1,0,0.012,0.3,34.5,0.05,0.47,2.8,0.9
Mirs Bay,MM16,22.4445,114.448667,9/18/2017,1,Surface Water,1.8,0.005,1.7,6.5,0,0.005,0.8,30.4,0.01,1.1,6.3,2.7
Mirs Bay,MM16,22.4445,114.448667,9/18/2017,1,Middle Water,1.8,0.014,2.2,7,2,0.005,1.3,31.5,0.02,0.78,0.5,2.2
Mirs Bay,MM16,22.4445,114.448667,9/18/2017,1,Bottom Water,1.3,0.006,1.7,2.5,0,0.014,0.4,33.1,0.09,1.19,2.9,1.8
Mirs Bay,MM16,22.4445,114.448667,10/20/2017,1,Surface Water,1.2,0.015,1.6,6,0,0.007,0.5,31.6,0.06,0.43,2.3,2.2
Mirs Bay,MM16,22.4445,114.448667,10/20/2017,1,Middle Water,0.9,0.016,1,6.1,0,0.007,0.9,31.7,0.06,0.64,2.1,1.7
Mirs Bay,MM16,22.4445,114.448667,10/20/2017,1,Bottom Water,0.8,0.015,1.3,5.8,0,0.006,0.6,32.5,0.06,0.39,3.7,1.6
Mirs Bay,MM17,22.5032,114.349333,5/22/2015,1,Surface Water,0.4,0.051,2.5,5.9,6,0.003,1.1,31.2,0.07,0.27,3,0.6
Mirs Bay,MM17,22.5032,114.349333,5/22/2015,1,Middle Water,0.5,0.071,1.7,4.9,0,0.007,0,32.8,0.11,0.24,3,0.6
Mirs Bay,MM17,22.5032,114.349333,5/22/2015,1,Bottom Water,0.2,0.058,1.5,4.1,0,0.007,0,33.7,0.12,0.28,3.1,0.6
Mirs Bay,MM17,22.5032,114.349333,6/24/2015,1,Surface Water,1.5,0.021,4,6.9,31,0.003,2.5,27,0.19,0.41,7.7,0
Mirs Bay,MM17,22.5032,114.349333,6/24/2015,1,Middle Water,1.3,0.034,4.3,6.3,6,0.002,3.4,29.7,0.18,0.36,7.2,0
Mirs Bay,MM17,22.5032,114.349333,6/24/2015,1,Bottom Water,0.9,0.054,2.8,2.6,20,0.005,2.4,34.2,0.13,0.42,4.7,0.8
Mirs Bay,MM17,22.5032,114.349333,7/27/2015,1,Surface Water,0.4,0.018,2.4,6,0,0.004,1.5,31.7,0.02,0.24,6.2,1.1
Mirs Bay,MM17,22.5032,114.349333,7/27/2015,1,Middle Water,0,0.015,0.8,3.8,2,0.016,0.3,33.1,0.12,0.24,2.5,0.7
Mirs Bay,MM17,22.5032,114.349333,7/27/2015,1,Bottom Water,0,0.012,0.5,3.2,0,0.017,0.4,34.3,0.11,0.25,2.9,0.6
Mirs Bay,MM17,22.5032,114.349333,8/20/2015,1,Surface Water,1.8,0.021,3.2,7.2,1,0.005,1.2,33,0.03,0.24,2.7,0.7
Mirs Bay,MM17,22.5032,114.349333,8/20/2015,1,Middle Water,0.7,0.023,2.3,3.9,0,0.011,1.8,34.1,0.03,0.28,2.5,0
Mirs Bay,MM17,22.5032,114.349333,8/20/2015,1,Bottom Water,0.4,0.033,2.8,1.6,1,0.037,2.3,34.4,0.16,0.22,4,1.4
Mirs Bay,MM17,22.5032,114.349333,9/24/2015,1,Surface Water,1.5,0.018,0.9,6.2,1,0.004,0.9,33.3,0.02,0.47,0.6,2.7
Mirs Bay,MM17,22.5032,114.349333,9/24/2015,1,Middle Water,0.7,0.02,1.3,6.4,0,0.004,0.6,33.3,0.02,0.33,0.6,2.6
Mirs Bay,MM17,22.5032,114.349333,9/24/2015,1,Bottom Water,0.5,0.029,1.4,5.5,0,0.005,0,33.4,0.03,0.37,0.7,0.7
Mirs Bay,MM17,22.5032,114.349333,10/26/2015,1,Surface Water,0.9,0.031,1.6,4.3,0,0.005,0.8,32.9,0.04,0.31,2.5,0.9
Mirs Bay,MM17,22.5032,114.349333,10/26/2015,1,Middle Water,0.6,0.03,1.8,6.1,0,0.006,0.6,32.9,0.04,0.33,2.5,0.7
Mirs Bay,MM17,22.5032,114.349333,10/26/2015,1,Bottom Water,0.4,0.038,1.8,5.8,0,0.007,0.3,33,0.05,0.4,2.5,0.8
Mirs Bay,MM17,22.5032,114.349333,11/23/2015,1,Surface Water,0.7,0.024,2.1,6.4,0,0.008,0.4,33.1,0.05,0.28,0.6,0
Mirs Bay,MM17,22.5032,114.349333,11/23/2015,1,Middle Water,0.9,0.024,2.4,6.4,11,0.008,0,33.1,0.05,0.25,0.7,0
Mirs Bay,MM17,22.5032,114.349333,11/23/2015,1,Bottom Water,0.7,0.032,3.1,6.3,10,0.008,0,33.1,0.07,0.59,1.1,0.6
Mirs Bay,MM17,22.5032,114.349333,12/16/2015,1,Surface Water,0.1,0.022,1.4,5.6,0,0.009,0.9,33.3,0.08,0.38,4.6,0.8
Mirs Bay,MM17,22.5032,114.349333,12/16/2015,1,Middle Water,0,0.021,1.1,6.7,0,0.008,1.1,33.2,0.08,0.49,5.9,2.2
Mirs Bay,MM17,22.5032,114.349333,12/16/2015,1,Bottom Water,0.6,0.021,2,6.9,0,0.009,0.2,33.2,0.08,0.74,5.7,0.8
Mirs Bay,MM17,22.5032,114.349333,1/15/2016,1,Surface Water,1.8,0.04,1.4,7.6,2,0.007,0.4,31.9,0.11,0.57,0.6,2.4
Mirs Bay,MM17,22.5032,114.349333,1/15/2016,1,Middle Water,1.5,0.037,2.5,7.7,0,0.005,0.5,31.9,0.07,0.69,0.6,1.5
Mirs Bay,MM17,22.5032,114.349333,1/15/2016,1,Bottom Water,1.2,0.039,2.6,7.7,0,0.005,0.7,31.9,0.1,0.53,0.6,1.8
Mirs Bay,MM17,22.5032,114.349333,2/26/2016,1,Surface Water,2.2,0.076,4.9,8.6,0,0.006,4.6,30.8,0.16,0.54,0.7,0.6
Mirs Bay,MM17,22.5032,114.349333,2/26/2016,1,Middle Water,2.3,0.06,6.2,8.6,1,0.006,1.8,30.8,0.14,0.58,0.5,0
Mirs Bay,MM17,22.5032,114.349333,2/26/2016,1,Bottom Water,1.4,0.06,2.9,8.6,0,0.006,1.1,30.8,0.14,0.55,0.6,0
Mirs Bay,MM17,22.5032,114.349333,3/17/2016,1,Surface Water,1.7,0.059,5.4,6.6,0,0.005,3.1,31.4,0.07,0.27,0.8,0.9
Mirs Bay,MM17,22.5032,114.349333,3/17/2016,1,Middle Water,0.6,0.049,2.3,6.1,1,0.005,1.7,31.4,0.06,0.27,0.7,0.5
Mirs Bay,MM17,22.5032,114.349333,3/17/2016,1,Bottom Water,0.6,0.047,0,7.2,0,0.005,0,31.3,0.07,0.26,0.9,0.6
Mirs Bay,MM17,22.5032,114.349333,4/15/2016,1,Surface Water,2.7,0.11,5.4,7,16,0.002,3.4,30.8,0.13,0.49,0.4,1.8
Mirs Bay,MM17,22.5032,114.349333,4/15/2016,1,Middle Water,1.1,0.06,0.3,6.8,72,0.003,0,31.3,0.07,0.33,0.2,0
Mirs Bay,MM17,22.5032,114.349333,4/15/2016,1,Bottom Water,0.9,0.063,0.6,4.6,88,0.004,0,32.2,0.07,0.65,0.2,0
Mirs Bay,MM17,22.5032,114.349333,5/18/2016,1,Surface Water,1,0.045,0.5,6,2,0.002,0,31.3,0.05,0.27,1.3,0.6
Mirs Bay,MM17,22.5032,114.349333,5/18/2016,1,Middle Water,1.1,0.037,1.2,5.3,0,0,0,31.6,0.04,0.9,0.4,0.9
Mirs Bay,MM17,22.5032,114.349333,5/18/2016,1,Bottom Water,0.9,0.05,1.6,5.7,0,0,0,32.1,0.06,0.61,0.4,0.7
Mirs Bay,MM17,22.5032,114.349333,6/15/2016,1,Surface Water,0.8,0.022,1.7,6.4,2,0,0,31.3,0.03,0.41,0.9,1.4
Mirs Bay,MM17,22.5032,114.349333,6/15/2016,1,Middle Water,0.7,0.018,3.4,4.5,5,0,0.5,31.3,0.02,0.54,0.9,1.6
Mirs Bay,MM17,22.5032,114.349333,6/15/2016,1,Bottom Water,0.3,0.015,2.6,4.7,1,0.012,0.4,31.9,0.1,0.6,2.5,2.2
Mirs Bay,MM17,22.5032,114.349333,7/11/2016,1,Surface Water,1.7,0.018,5.3,6.2,5,0.003,0.9,27.6,0.02,0.15,1.1,2.1
Mirs Bay,MM17,22.5032,114.349333,7/11/2016,1,Middle Water,0.5,0.043,1,6,1,0.007,0.3,31.6,0.1,0.92,0.4,0.6
Mirs Bay,MM17,22.5032,114.349333,7/11/2016,1,Bottom Water,0.7,0.012,0.8,2.4,1,0.023,0,34.6,0.16,0.73,1.1,0.8
Mirs Bay,MM17,22.5032,114.349333,8/15/2016,1,Surface Water,1.4,0.018,1.9,6.2,3,0,1.2,33,0.02,0.63,2.5,1.7
Mirs Bay,MM17,22.5032,114.349333,8/15/2016,1,Middle Water,1.7,0.03,4.7,5.4,1,0.005,2.7,33.6,0.04,0.69,2.6,3.8
Mirs Bay,MM17,22.5032,114.349333,8/15/2016,1,Bottom Water,0.9,0.059,0.7,1.3,0,0.035,0.6,34.1,0.12,0.83,3.1,2.6
Mirs Bay,MM17,22.5032,114.349333,9/14/2016,1,Surface Water,0.9,0.013,1.4,6.6,0,0,1.1,31.6,0.02,0.41,4.7,1.2
Mirs Bay,MM17,22.5032,114.349333,9/14/2016,1,Middle Water,0.6,0.014,2.4,6,0,0,1.4,32.1,0.02,0.75,0.7,1.4
Mirs Bay,MM17,22.5032,114.349333,9/14/2016,1,Bottom Water,1.5,0.017,5.6,2.3,0,0.018,2.4,33.1,0.11,0.75,0.9,4.6
Mirs Bay,MM17,22.5032,114.349333,10/26/2016,1,Surface Water,0.3,0.025,1.2,6,0,0.006,0.9,30.8,0.03,0.21,2.1,0
Mirs Bay,MM17,22.5032,114.349333,10/26/2016,1,Middle Water,0.2,0.018,1.7,5.9,0,0.007,0.9,31.1,0.03,0.23,2.2,0.8
Mirs Bay,MM17,22.5032,114.349333,10/26/2016,1,Bottom Water,0.5,0.005,1.7,5.1,1,0.017,1.5,31.9,0.13,0.68,4.2,0.8
Mirs Bay,MM17,22.5032,114.349333,11/9/2016,1,Surface Water,0.9,0.056,1.4,6,0,0.002,0.3,31.3,0.08,0.27,12.9,2
Mirs Bay,MM17,22.5032,114.349333,11/9/2016,1,Middle Water,0.4,0.033,2.9,6.1,1,0.002,0.8,31.3,0.06,0.32,1.6,1.5
Mirs Bay,MM17,22.5032,114.349333,11/9/2016,1,Bottom Water,0.2,0.036,1.5,6.2,0,0.002,0.7,31.3,0.05,0.38,2,2.3
Mirs Bay,MM17,22.5032,114.349333,12/8/2016,1,Surface Water,0.3,0.015,1.6,7,0,0.01,1,31.1,0.12,0.42,2.9,0.8
Mirs Bay,MM17,22.5032,114.349333,12/8/2016,1,Middle Water,0.4,0.02,2.1,7.1,0,0.011,0.9,31.1,0.12,0.39,2.7,1.1
Mirs Bay,MM17,22.5032,114.349333,12/8/2016,1,Bottom Water,0.3,0.02,1.7,7.1,0,0.008,1.4,31.1,0.11,0.51,3.9,1.1
Mirs Bay,MM17,22.5032,114.349333,1/19/2017,1,Surface Water,0.6,0.059,0.3,6,0,0.002,0,30.7,0.07,0.4,1.8,0
Mirs Bay,MM17,22.5032,114.349333,1/19/2017,1,Middle Water,0.4,0.066,0.2,7.1,0,0.003,1.6,30.8,0.08,0.34,0.8,0
Mirs Bay,MM17,22.5032,114.349333,1/19/2017,1,Bottom Water,0.4,0.07,0,6.9,1,0.004,0.4,30.8,0.08,0.28,1.6,0.5
Mirs Bay,MM17,22.5032,114.349333,2/8/2017,1,Surface Water,1.1,0.048,2.1,7,0,0.004,1.4,30.9,0.09,1.24,1.4,2
Mirs Bay,MM17,22.5032,114.349333,2/8/2017,1,Middle Water,1,0.048,1.5,7.4,0,0.004,0.5,30.9,0.09,0.59,0.3,0.9
Mirs Bay,MM17,22.5032,114.349333,2/8/2017,1,Bottom Water,0.3,0.038,0.5,7.2,0,0.007,0,31,0.1,0.39,1.6,1.6
Mirs Bay,MM17,22.5032,114.349333,3/16/2017,1,Surface Water,1,0.062,1.7,7.2,0,0.007,0.6,31.6,0.11,0.49,2.2,1.9
Mirs Bay,MM17,22.5032,114.349333,3/16/2017,1,Middle Water,0.8,0.077,1.7,6.8,0,0.009,0,31.8,0.12,0.65,0.7,1.3
Mirs Bay,MM17,22.5032,114.349333,3/16/2017,1,Bottom Water,0.8,0.074,0.6,6.5,0,0.009,0.2,31.9,0.13,0.42,2,1.4
Mirs Bay,MM17,22.5032,114.349333,4/24/2017,1,Surface Water,1.2,0.023,0.9,7,0,0.003,0.6,32.6,0.03,0.52,5.9,1.2
Mirs Bay,MM17,22.5032,114.349333,4/24/2017,1,Middle Water,1.7,0.02,6.6,6.8,0,0.004,0.7,32.9,0.02,0.37,0.3,2.7
Mirs Bay,MM17,22.5032,114.349333,4/24/2017,1,Bottom Water,1.1,0.022,5,4.6,0,0.003,0.8,34.1,0.03,0.34,0.6,2
Mirs Bay,MM17,22.5032,114.349333,5/26/2017,1,Surface Water,1.1,0.045,1.3,5.9,0,0.004,0.3,32.2,0.06,0.49,1.7,1.5
Mirs Bay,MM17,22.5032,114.349333,5/26/2017,1,Middle Water,1.3,0.04,1.7,6.6,1,0.003,0,32.4,0.05,0.3,0.2,1.3
Mirs Bay,MM17,22.5032,114.349333,5/26/2017,1,Bottom Water,0.8,0.075,1.1,5.9,3,0,0.7,32.6,0.1,0.39,0.3,1.5
Mirs Bay,MM17,22.5032,114.349333,6/15/2017,1,Surface Water,1,0.023,1.5,6.6,36,0.002,0.6,29.7,0.06,0.2,0.7,0
Mirs Bay,MM17,22.5032,114.349333,6/15/2017,1,Middle Water,0.5,0.04,1,5.8,65,0.003,0,31.8,0.05,0.6,0.3,0
Mirs Bay,MM17,22.5032,114.349333,6/15/2017,1,Bottom Water,0.5,0.036,0.7,3.9,31,0.004,0.5,32.6,0.05,0.35,1.6,0
Mirs Bay,MM17,22.5032,114.349333,7/14/2017,1,Surface Water,2,0.012,7.8,7.7,2,0.002,1.4,26.5,0.11,0.25,0.6,1.3
Mirs Bay,MM17,22.5032,114.349333,7/14/2017,1,Middle Water,1.7,0.04,2.2,6.5,13,0.003,1,30.3,0.11,0.25,0.5,1
Mirs Bay,MM17,22.5032,114.349333,7/14/2017,1,Bottom Water,1.3,0.048,2.5,1.3,3,0.014,0.8,34.1,0.14,0.36,1.1,0.9
Mirs Bay,MM17,22.5032,114.349333,8/25/2017,1,Surface Water,1.3,0.021,4.8,5.4,0,0.012,0.9,33.4,0.03,0.35,0.8,2.2
Mirs Bay,MM17,22.5032,114.349333,8/25/2017,1,Middle Water,0.5,0.032,1.7,3.7,5,0.016,0,33.9,0.04,0.39,0.8,1.4
Mirs Bay,MM17,22.5032,114.349333,8/25/2017,1,Bottom Water,0.4,0.031,0.9,3.5,6,0.015,0.5,34.2,0.05,0.28,1.3,1.7
Mirs Bay,MM17,22.5032,114.349333,9/21/2017,1,Surface Water,1.5,0.011,0.9,6.8,14,0.005,0.6,30.6,0.02,0.67,1.9,2.4
Mirs Bay,MM17,22.5032,114.349333,9/21/2017,1,Middle Water,1.3,0.011,1.5,6.9,1,0.004,1.2,31,0.02,0.98,0.6,2
Mirs Bay,MM17,22.5032,114.349333,9/21/2017,1,Bottom Water,1.2,0.014,1,4.5,2,0.006,0.9,31.7,0.04,1.02,0.8,1.8
